Array,CUID,CTD_CruiseName,CTD_CruiseLeg,CTDcast,CTD_Date,CTD_lat,CTD_lon,CTD_site_desc,Notes,filepath_primary,CTD_rawdata_filepath,O2_filepath,salt_filepath
Global_Southern_Ocean,NBP-15-11,GS2,,14,2015-12-24T16:52:00,-54.12603,-89.75011,GS01SUMO-00001,"O2, pH, DIC/TA, Salt, Nutrient, Chl",/Volumes/webdav/OOI/Global Southern Ocean Array/Cruise Data/Southern_Ocean-02_NBP-15-11_2015-12-07/Ship Data/,CTD NBP1511/process/nbp1511_014.cnv,Water Sampling/014OXY.xlsx,Water Sampling/014SAL.xlsx
Global_Southern_Ocean,NBP-15-11,GS2,,15,2015-12-26T12:19:00,-54.43608,-89.23978,GS02HYPM-00002,O2 and salinity,/Volumes/webdav/OOI/Global Southern Ocean Array/Cruise Data/Southern_Ocean-02_NBP-15-11_2015-12-07/Ship Data/,CTD NBP1511/process/nbp1511_015.cnv,Water Sampling/015OXY.xlsx,Water Sampling/015SAL.xlsx
Global_Southern_Ocean,NBP-15-11,GS2,,16,2015-12-28T11:27:00,-54.3332,-89.21292,GS01SUMO-00002,"O2, pH, DIC/TA, Salt, Nutrient, Chl",/Volumes/webdav/OOI/Global Southern Ocean Array/Cruise Data/Southern_Ocean-02_NBP-15-11_2015-12-07/Ship Data/,CTD NBP1511/process/nbp1511_016.cnv,Water Sampling/016OXY.xlsx,Water Sampling/016SAL.xlsx
Global_Southern_Ocean,NBP16-10,GS3,,1,2016-11-22T13:47:00,-52.96688,-80.47297,Acoustic release test #1,No samples,/Volumes/webdav/OOI/Global Southern Ocean Array/Cruise Data/Southern_Ocean-03_NBP-16-10_2016-10-18/Ship Data/,missing,no_samples,no_samples
Global_Southern_Ocean,NBP16-10,GS3,,2,2016-11-22T16:12:00,-52.96678,-80.47237,Acoustic release test #2,No samples,/Volumes/webdav/OOI/Global Southern Ocean Array/Cruise Data/Southern_Ocean-03_NBP-16-10_2016-10-18/Ship Data/,missing,no_samples,no_samples
Global_Southern_Ocean,NBP16-10,GS3,,3,2016-11-22T18:48:00,-52.9782,-80.55763,Acoustic release test #3,No samples,/Volumes/webdav/OOI/Global Southern Ocean Array/Cruise Data/Southern_Ocean-03_NBP-16-10_2016-10-18/Ship Data/,missing,no_samples,no_samples
Global_Southern_Ocean,NBP16-10,GS3,,4,2016-11-25T15:30:00,-54.47527,-89.23163,GS02HYPM-00002,"O2, Salt",/Volumes/webdav/OOI/Global Southern Ocean Array/Cruise Data/Southern_Ocean-03_NBP-16-10_2016-10-18/Ship Data/,missing,Water Sampling/Salts and O2/004.OXY.xlsx,Water Sampling/Salts and O2/004.SAL.xlsx
Global_Southern_Ocean,NBP16-10,GS3,,5,2016-11-25T19:21:00,-54.47053,-89.3168,GS02HYPM-00003,No samples,/Volumes/webdav/OOI/Global Southern Ocean Array/Cruise Data/Southern_Ocean-03_NBP-16-10_2016-10-18/Ship Data/,missing,no_samples,no_samples
Global_Southern_Ocean,NBP16-10,GS3,,6,2016-11-26T23:56:00,-54.41262,-89.22658,GS01SUMO-00002 & GS01SUMO-00003,"O2, pH, DIC, Salt, NO3, Chl",/Volumes/webdav/OOI/Global Southern Ocean Array/Cruise Data/Southern_Ocean-03_NBP-16-10_2016-10-18/Ship Data/,missing,Water Sampling/Salts and O2/006.OXY.xlsx,Water Sampling/Salts and O2/006.SAL.xlsx
Global_Southern_Ocean,NBP16-10,GS3,,7,2016-11-28T14:08:00,-54.10548,-89.65228,GS03FLMA-00003,No samples,/Volumes/webdav/OOI/Global Southern Ocean Array/Cruise Data/Southern_Ocean-03_NBP-16-10_2016-10-18/Ship Data/,missing,no_samples,no_samples
Global_Southern_Ocean,NBP16-10,GS3,,8,2016-12-02T14:13:00,-54.10587,-89.6409,GS03FLMA-00003,"O2, pH, DIC, Salt, NO3, Chl",/Volumes/webdav/OOI/Global Southern Ocean Array/Cruise Data/Southern_Ocean-03_NBP-16-10_2016-10-18/Ship Data/,missing,Water Sampling/Salts and O2/008.OXY.xlsx,Water Sampling/Salts and O2/008.SAL.xlsx
Global_Southern_Ocean,NBP16-10,GS3,,9,2016-12-02T18:35:00,-54.1268,-89.56502,GS03FLMA-00002,"O2, pH, DIC, Salt, NO3, Chl",/Volumes/webdav/OOI/Global Southern Ocean Array/Cruise Data/Southern_Ocean-03_NBP-16-10_2016-10-18/Ship Data/,missing,Water Sampling/Salts and O2/009.OXY.xlsx,Water Sampling/Salts and O2/009.SAL.xlsx
Global_Southern_Ocean,NBP16-10,GS3,,10,2016-12-03T00:19:00,-54.08117,-89.93268,GS03FLMB-00003,No samples,/Volumes/webdav/OOI/Global Southern Ocean Array/Cruise Data/Southern_Ocean-03_NBP-16-10_2016-10-18/Ship Data/,missing,no_samples,no_samples
Global_Southern_Ocean,NBP16-10,GS3,,11,2016-12-04T14:39:00,-54.08647,-88.92168,GS03FLMB-00003,"O2, pH, DIC, Salt, NO3, Chl",/Volumes/webdav/OOI/Global Southern Ocean Array/Cruise Data/Southern_Ocean-03_NBP-16-10_2016-10-18/Ship Data/,missing,Water Sampling/Salts and O2/011.OXY.xlsx,Water Sampling/Salts and O2/011.SAL.xlsx
Global_Southern_Ocean,NBP16-10,GS3,,12,2016-12-04T19:48:00,-54.08427,-88.84788,GS03FLMB-00002,"O2, pH, DIC, Salt, NO3, Chl",/Volumes/webdav/OOI/Global Southern Ocean Array/Cruise Data/Southern_Ocean-03_NBP-16-10_2016-10-18/Ship Data/,missing,Water Sampling/Salts and O2/012.OXY.xlsx,Water Sampling/Salts and O2/012.SAL.xlsx
Global_Southern_Ocean,NBP16-10,GS3,,13,2016-12-11T00:20:00,-54.4573,-89.29912,GS02HYPM-00003,O2 and Salts,/Volumes/webdav/OOI/Global Southern Ocean Array/Cruise Data/Southern_Ocean-03_NBP-16-10_2016-10-18/Ship Data/,missing,Water Sampling/Salts and O2/013.OXY.xlsx,Water Sampling/Salts and O2/013.SAL.xlsx
Global_Southern_Ocean,NBP16-10,GS3,,14,2016-12-11T20:07:00,-54.39503,-89.231,GS01SUMO-00003,"O2, pH, DIC, Salt, NO3, Chl",/Volumes/webdav/OOI/Global Southern Ocean Array/Cruise Data/Southern_Ocean-03_NBP-16-10_2016-10-18/Ship Data/,missing,Water Sampling/Salts and O2/014.OXY.xlsx,Water Sampling/Salts and O2/014.SAL.xlsx
Global_Southern_Ocean,NBP17-09,GS4,,1,,,,,,/Volumes/webdav/OOI/Global Southern Ocean Array/Cruise Data/Southern_Ocean-04_NBP-17-09_2017-11-23/Ship Data/,ocean/ctd/process/nbp1709_001.cnv,Water Samples/O2 Titrations NBP17_09.xlsx,Water Samples/Salinities NBP17_09.xlsx
Global_Southern_Ocean,NBP17-09,GS4,,2,,,,,,/Volumes/webdav/OOI/Global Southern Ocean Array/Cruise Data/Southern_Ocean-04_NBP-17-09_2017-11-23/Ship Data/,ocean/ctd/process/nbp1709_002.cnv,Water Samples/O2 Titrations NBP17_09.xlsx,Water Samples/Salinities NBP17_09.xlsx
Global_Southern_Ocean,NBP17-09,GS4,,3,,,,,,/Volumes/webdav/OOI/Global Southern Ocean Array/Cruise Data/Southern_Ocean-04_NBP-17-09_2017-11-23/Ship Data/,ocean/ctd/process/nbp1709_003.cnv,Water Samples/O2 Titrations NBP17_09.xlsx,Water Samples/Salinities NBP17_09.xlsx
Global_Southern_Ocean,NBP17-09,GS4,,4,,,,,,/Volumes/webdav/OOI/Global Southern Ocean Array/Cruise Data/Southern_Ocean-04_NBP-17-09_2017-11-23/Ship Data/,ocean/ctd/process/nbp1709_004.cnv,Water Samples/O2 Titrations NBP17_09.xlsx,Water Samples/Salinities NBP17_09.xlsx
Coastal_Pioneer,KN-214,Pioneer01,,1,2013-11-21T19:15:00,40.1339,-70.76532,Central,*****only the down and up .cnv files are available,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-01_KN-214_2013-11-20/Ship Data/,missing,no_samples,no_samples
Coastal_Pioneer,KN-214,Pioneer01,,2,2013-11-21T23:00:00,40.13327,-70.76532,Central,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-01_KN-214_2013-11-20/Ship Data/,KN-214_CTD/kn214-002.cnv,Salt and O2/All Oxy.xlsx,Salt and O2/0002A001.SAL
Coastal_Pioneer,KN-214,Pioneer01,,3,2013-11-22T11:00:00,40.13333,-70.76667,Central,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-01_KN-214_2013-11-20/Ship Data/,KN-214_CTD/kn214-003.cnv,Salt and O2/All Oxy.xlsx,Salt and O2/0003A001.SAL
Coastal_Pioneer,KN-214,Pioneer01,,4,2013-11-22T14:55:00,40.1414,-70.77138,Central,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-01_KN-214_2013-11-20/Ship Data/,KN-214_CTD/kn214-004.cnv,no_samples,no_samples
Coastal_Pioneer,KN-214,Pioneer01,,5,2013-11-22T19:00:00,40.13327,-70.76532,Central,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-01_KN-214_2013-11-20/Ship Data/,KN-214_CTD/kn214-005.cnv,Salt and O2/All Oxy.xlsx,Salt and O2/0005A001.SAL
Coastal_Pioneer,KN-214,Pioneer01,,6,2013-11-23T16:35:00,39.94325,-70.77522,Upstream Offshore,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-01_KN-214_2013-11-20/Ship Data/,KN-214_CTD/kn214-006.cnv,Salt and O2/All Oxy.xlsx,Salt and O2/0006A001.SAL
Coastal_Pioneer,KN-214,Pioneer01,,7,2013-11-24T01:30:00,40.36685,-70.77657,Upstream Inshore,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-01_KN-214_2013-11-20/Ship Data/,KN-214_CTD/kn214-007.cnv,Salt and O2/All Oxy.xlsx,Salt and O2/0007A001.SAL
Coastal_Pioneer,KN-214,Pioneer01,,8,2013-11-24T15:00:00,40.3616,-70.76792,Upstream Inshore,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-01_KN-214_2013-11-20/Ship Data/,KN-214_CTD/kn214-008.cnv,no_samples,no_samples
Coastal_Pioneer,KN-214,Pioneer01,,9,2013-11-24T16:30:00,40.29002,-70.77128,Upstream Survey Site 1,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-01_KN-214_2013-11-20/Ship Data/,KN-214_CTD/kn214-009.cnv,no_samples,no_samples
Coastal_Pioneer,KN-214,Pioneer01,,10,2013-11-24T17:42:00,40.22025,-70.7755,Upstream Survey Site 2,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-01_KN-214_2013-11-20/Ship Data/,KN-214_CTD/kn214-010.cnv,no_samples,no_samples
Coastal_Pioneer,KN-214,Pioneer01,,11,2013-11-24T19:19:00,40.12937,-70.76703,Central,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-01_KN-214_2013-11-20/Ship Data/,KN-214_CTD/kn214-011.cnv,no_samples,no_samples
Coastal_Pioneer,KN-214,Pioneer01,,12,2013-11-24T20:53:00,40.05647,-70.76792,Upstream Survey Site 3,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-01_KN-214_2013-11-20/Ship Data/,KN-214_CTD/kn214-012.cnv,no_samples,no_samples
Coastal_Pioneer,KN-214,Pioneer01,,13,2013-11-24T23:00:00,39.93418,-70.77057,Upstream Offshore,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-01_KN-214_2013-11-20/Ship Data/,KN-214_CTD/kn214-013.cnv,no_samples,no_samples
Coastal_Pioneer,KN-217,Pioneer02,,1,2014-04-12T18:06:00,40.36168,-70.77198,PMUI,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-02_KN-217_2014-04-11/Ship Data/,ctd/process/kn217001.cnv,Water Sampling/Salts and O2/KN217 all oxy.xlsx,Water Sampling/Salts and O2/001.SAL
Coastal_Pioneer,KN-217,Pioneer02,,2,2014-04-13T17:52:00,40.09282,-70.87535,PMCO,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-02_KN-217_2014-04-11/Ship Data/,ctd/process/kn217002.cnv,Water Sampling/Salts and O2/KN217 all oxy.xlsx,Water Sampling/Salts and O2/002.SAL
Coastal_Pioneer,KN-217,Pioneer02,,3,2014-04-13T22:05:00,,,PMCO,sampling log not complete,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-02_KN-217_2014-04-11/Ship Data/,ctd/process/kn217003.cnv,Water Sampling/Salts and O2/KN217 all oxy.xlsx,Water Sampling/Salts and O2/003.SAL
Coastal_Pioneer,KN-217,Pioneer02,,4,2014-04-14T20:02:00,39.94022,-70.77517,PMUO,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-02_KN-217_2014-04-11/Ship Data/,ctd/process/kn217004.cnv,Water Sampling/Salts and O2/KN217 all oxy.xlsx,Water Sampling/Salts and O2/004.SAL
Coastal_Pioneer,KN-217,Pioneer02,,5,2014-04-15T20:06:00,39.94,-70.88333,OSPM,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-02_KN-217_2014-04-11/Ship Data/,ctd/process/kn217005.cnv,Water Sampling/Salts and O2/KN217 all oxy.xlsx,Water Sampling/Salts and O2/005.SAL
Coastal_Pioneer,KN-217,Pioneer02,,6,2014-04-16T13:27:00,40.13508,-70.77613,PMCI,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-02_KN-217_2014-04-11/Ship Data/,ctd/process/kn217006.cnv,Water Sampling/Salts and O2/KN217 all oxy.xlsx,Water Sampling/Salts and O2/006.SAL
Coastal_Pioneer,KN-217,Pioneer02,,7,2014-04-16T17:29:00,40.12113,-70.58442,Glider,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-02_KN-217_2014-04-11/Ship Data/,ctd/process/kn217007.cnv,Water Sampling/Salts and O2/KN217 all oxy.xlsx,Water Sampling/Salts and O2/007.SAL
Coastal_Pioneer,KN-217,Pioneer02,,8,2014-04-17T01:09:00,40.22608,-70.88355,PMCI,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-02_KN-217_2014-04-11/Ship Data/,ctd/process/kn217008.cnv,Water Sampling/Salts and O2/KN217 all oxy.xlsx,Water Sampling/Salts and O2/008.SAL
Coastal_Pioneer,KN-217,Pioneer02,,9,2014-04-17T12:31:00,39.94187,-70.7754,survey line - offshore,sampling log not complete,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-02_KN-217_2014-04-11/Ship Data/,ctd/process/kn217009.cnv,no_samples,no_samples
Coastal_Pioneer,KN-217,Pioneer02,,10,2014-04-17T13:41:00,40.00748,-70.77582,,sampling log not complete,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-02_KN-217_2014-04-11/Ship Data/,ctd/process/kn217010.cnv,no_samples,no_samples
Coastal_Pioneer,KN-217,Pioneer02,,11,2014-04-17T14:42:00,40.07407,-70.77728,,sampling log not complete,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-02_KN-217_2014-04-11/Ship Data/,ctd/process/kn217011.cnv,no_samples,no_samples
Coastal_Pioneer,KN-217,Pioneer02,,12,2014-04-17T15:39:00,40.1386,-70.78078,,sampling log not complete,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-02_KN-217_2014-04-11/Ship Data/,ctd/process/kn217012.cnv,no_samples,no_samples
Coastal_Pioneer,KN-217,Pioneer02,,13,2014-04-17T17:06:00,40.22158,-70.77815,,sampling log not complete,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-02_KN-217_2014-04-11/Ship Data/,ctd/process/kn217013.cnv,no_samples,no_samples
Coastal_Pioneer,KN-217,Pioneer02,,14,2014-04-17T17:59:00,40.29333,-70.77667,,sampling log not complete,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-02_KN-217_2014-04-11/Ship Data/,ctd/process/kn217014.cnv,no_samples,no_samples
Coastal_Pioneer,KN-217,Pioneer02,,15,2014-04-17T18:53:00,40.35892,-70.77217,,sampling log not complete,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-02_KN-217_2014-04-11/Ship Data/,ctd/process/kn217015.cnv,no_samples,no_samples
Coastal_Pioneer,TI_568,Pioneer02a,,no info,,,,,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-02a_TI-568_2014-07-01/Ship Data/,CTD/ti_568_01,no_samples,no_samples
Coastal_Pioneer,KN-222,Pioneer03_Leg1,,1,2014-10-04T15:22:00,39.94007,-70.88338,OSPM,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-03_Leg-1_KN-222_2014-10-03/Ship Data/,ctd/process/kn222001.cnv,Water Sampling/Salts and O2/001OXY.xlsx,Water Sampling/Salts and O2/001.SAL
Coastal_Pioneer,KN-222,Pioneer03_Leg1,,2,2014-10-05T02:05:00,39.83097,-70.8823,Glider 388: SS-2 line,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-03_Leg-1_KN-222_2014-10-03/Ship Data/,ctd/process/kn222002.cnv,Water Sampling/Salts and O2/002OXY.xlsx,Water Sampling/Salts and O2/002.SAL
Coastal_Pioneer,KN-222,Pioneer03_Leg1,,3,2014-10-05T14:20:00,39.93923,-70.77545,PMUO,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-03_Leg-1_KN-222_2014-10-03/Ship Data/,ctd/process/kn222003.cnv,Water Sampling/Salts and O2/003OXY.xlsx,Water Sampling/Salts and O2/003.SAL
Coastal_Pioneer,KN-222,Pioneer03_Leg1,,4,2014-10-06T16:10:00,39.83285,-70.18777,Glider 335: EB line,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-03_Leg-1_KN-222_2014-10-03/Ship Data/,ctd/process/kn222004.cnv,Water Sampling/Salts and O2/004OXY.xlsx,Water Sampling/Salts and O2/004.SAL
Coastal_Pioneer,KN-222,Pioneer03_Leg1,,5,2014-10-07T00:09:00,39.82365,-70.58247,"Gliders 376, 340, 380: SS-1, FZ-2, FZ-1 lines",,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-03_Leg-1_KN-222_2014-10-03/Ship Data/,ctd/process/kn222005.cnv,Water Sampling/Salts and O2/005OXY.xlsx,Water Sampling/Salts and O2/005.SAL
Coastal_Pioneer,KN-222,Pioneer03_Leg1,,6,2014-10-07T14:04:00,40.09838,-70.8816,PMCO,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-03_Leg-1_KN-222_2014-10-03/Ship Data/,ctd/process/kn222006.cnv,Water Sampling/Salts and O2/006OXY.xlsx,Water Sampling/Salts and O2/006.SAL
Coastal_Pioneer,KN-222,Pioneer03_Leg1,,7,2014-10-08T12:04:00,40.36527,-70.7748,PMUI,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-03_Leg-1_KN-222_2014-10-03/Ship Data/,ctd/process/kn222007.cnv,no_samples,no_samples
Coastal_Pioneer,KN-222,Pioneer03_Leg1,,8,2014-10-08T12:58:00,40.29352,-70.77393,CS1,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-03_Leg-1_KN-222_2014-10-03/Ship Data/,ctd/process/kn222008.cnv,no_samples,no_samples
Coastal_Pioneer,KN-222,Pioneer03_Leg1,,9,2014-10-08T13:55:00,40.22102,-70.7722,CS2,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-03_Leg-1_KN-222_2014-10-03/Ship Data/,ctd/process/kn222009.cnv,no_samples,no_samples
Coastal_Pioneer,KN-222,Pioneer03_Leg1,,10,2014-10-08T15:03:00,40.13605,-70.7734,CN,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-03_Leg-1_KN-222_2014-10-03/Ship Data/,ctd/process/kn222010.cnv,no_samples,no_samples
Coastal_Pioneer,KN-222,Pioneer03_Leg1,,11,2014-10-08T16:04:00,40.07175,-70.77573,CS3,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-03_Leg-1_KN-222_2014-10-03/Ship Data/,ctd/process/kn222011.cnv,no_samples,no_samples
Coastal_Pioneer,KN-222,Pioneer03_Leg1,,12,2014-10-08T16:57:00,40.00663,-70.77535,CS4,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-03_Leg-1_KN-222_2014-10-03/Ship Data/,ctd/process/kn222012.cnv,no_samples,no_samples
Coastal_Pioneer,KN-222,Pioneer03_Leg1,,13,2014-10-08T17:56:00,39.94415,-70.76498,PMUO,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-03_Leg-1_KN-222_2014-10-03/Ship Data/,ctd/process/kn222013.cnv,no_samples,no_samples
Coastal_Pioneer,KN-222,Pioneer03_Leg1,,14,2014-10-09T14:02:00,40.36483,70.77493,PMUI,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-03_Leg-1_KN-222_2014-10-03/Ship Data/,ctd/process/kn222014.cnv,Water Sampling/Salts and O2/014OXY.xlsx,Water Sampling/Salts and O2/014.SAL
Coastal_Pioneer,KN-222,Pioneer03_Leg1,,15,2014-10-10T14:02:00,40.22665,-70.8833,PMCI,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-03_Leg-1_KN-222_2014-10-03/Ship Data/,ctd/process/kn222015.cnv,Water Sampling/Salts and O2/015OXY.xlsx,Water Sampling/Salts and O2/015.SAL
Coastal_Pioneer,KN-224,Pioneer03_Leg2,,1,,,,OSSM,no sampling log,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-03_Leg-2_KN-224_2014-12-10/Ship Data/,ctd/process/kn224_001.cnv,Water Sampling/Salts and O2/001OXY.xlsx,Water Sampling/Salts and O2/0001A001.SAL
Coastal_Pioneer,KN-224,Pioneer03_Leg2,,2,,,,CNSM,no sampling log,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-03_Leg-2_KN-224_2014-12-10/Ship Data/,ctd/process/kn224_002.cnv,Water Sampling/Salts and O2/002OXY.xlsx,Water Sampling/Salts and O2/0002A001.SAL
Coastal_Pioneer,KN-224,Pioneer03_Leg2,,3,,,,"ISSM, ISSP",no sampling log,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-03_Leg-2_KN-224_2014-12-10/Ship Data/,ctd/process/kn224_003.cnv,no_samples,no_samples
Coastal_Pioneer,KN-224,Pioneer03_Leg2,,4,,,,"ISSM, ISSP",no sampling log,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-03_Leg-2_KN-224_2014-12-10/Ship Data/,ctd/process/kn224_004.cnv,Water Sampling/Salts and O2/004OXY.xlsx,Water Sampling/Salts and O2/0004A001.SAL
Coastal_Pioneer,SI-1501,Pioneer03a,,,,,,,no sampling log,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-03a_SI_2015-01-10/Ship Data/,CTD_Data/SBE16plus_01650058_2015_01_13.hex,no_samples,no_samples
Coastal_Pioneer,AT-27,Pioneer04,AT-27A,1,2015-04-29T15:40:00,39.94,-70.88337,OSPM,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-04_AT-27_2015-04-28/Ship Data/,Leg 1 (at27a)/ctd/process/at27a_001.cnv,Water Sampling/Salts and O2/Leg 1/001OXY.xlsx,Water Sampling/Salts and O2/Leg 1/001.SAL
Coastal_Pioneer,AT-27,Pioneer04,AT-27A,2,2015-04-30T03:34:00,40.25,-70.2,Glider 339,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-04_AT-27_2015-04-28/Ship Data/,Leg 1 (at27a)/ctd/process/at27a_002.cnv,Water Sampling/Salts and O2/Leg 1/002OXY.xlsx,Water Sampling/Salts and O2/Leg 1/002.SAL
Coastal_Pioneer,AT-27,Pioneer04,AT-27A,3,2015-04-30T12:14:00,39.94,-70.77495,PMUO,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-04_AT-27_2015-04-28/Ship Data/,Leg 1 (at27a)/ctd/process/at27a_003.cnv,Water Sampling/Salts and O2/Leg 1/003OXY.xlsx,Water Sampling/Salts and O2/Leg 1/003.SAL
Coastal_Pioneer,AT-27,Pioneer04,AT-27A,4,2015-05-01T03:34:00,40.22667,-70.88333,PMCI,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-04_AT-27_2015-04-28/Ship Data/,Leg 1 (at27a)/ctd/process/at27a_004.cnv,Water Sampling/Salts and O2/Leg 1/004OXY.xlsx,Water Sampling/Salts and O2/Leg 1/004.SAL
Coastal_Pioneer,AT-27,Pioneer04,AT-27A,5,2015-05-01T14:09:00,40.09833,-70.88337,PMCO,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-04_AT-27_2015-04-28/Ship Data/,Leg 1 (at27a)/ctd/process/at27a_005.cnv,Water Sampling/Salts and O2/Leg 1/005OXY.xlsx,Water Sampling/Salts and O2/Leg 1/005.SAL
Coastal_Pioneer,AT-27,Pioneer04,AT-27A,6,2015-05-02T01:50:00,40.365,-70.77505,PMUI,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-04_AT-27_2015-04-28/Ship Data/,Leg 1 (at27a)/ctd/process/at27a_006.cnv,Water Sampling/Salts and O2/Leg 1/006OXY.xlsx,Water Sampling/Salts and O2/Leg 1/006.SAL
Coastal_Pioneer,AT-27,Pioneer04,AT-27A,7,2015-05-03T04:22:00,40.06465,-70.74572,Glider 389,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-04_AT-27_2015-04-28/Ship Data/,Leg 1 (at27a)/ctd/process/at27a_007.cnv,Water Sampling/Salts and O2/Leg 1/007OXY.xlsx,Water Sampling/Salts and O2/Leg 1/007.SAL
Coastal_Pioneer,AT-27,Pioneer04,AT-27A,8,2015-05-03T14:13:00,40.36575,-70.77538,PMUI,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-04_AT-27_2015-04-28/Ship Data/,Leg 1 (at27a)/ctd/process/at27a_008.cnv,no_samples,no_samples
Coastal_Pioneer,AT-27,Pioneer04,AT-27B,1,2015-05-07T04:22:00,40.08388,-70.37707,"Gliders 376, 340: near FZ-1 waypoint",,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-04_AT-27_2015-04-28/Ship Data/,Leg 2 (at27b)/ctd/process/at27b_001.cnv,Water Sampling/Salts and O2/Leg 2/001OXY.xlsx,Water Sampling/Salts and O2/Leg 2/001.SAL
Coastal_Pioneer,AT-27,Pioneer04,AT-27B,2,2015-05-07T22:07:00,40.13667,-70.77495,CNSM,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-04_AT-27_2015-04-28/Ship Data/,Leg 2 (at27b)/ctd/process/at27b_002.cnv,Water Sampling/Salts and O2/Leg 2/002OXY.xlsx,Water Sampling/Salts and O2/Leg 2/002.SAL
